time: 2026-07-01 08:47:28, ID: 8f8918a0-b237-4662-a79a-0f99a36bc52d, name: Title Theme
time: 2026-07-01 08:47:31, ID: cfd63ca5-9b38-4747-80e2-3e0bbc50491c, name: Hilltop Layer
time: 2026-07-01 08:47:31, ID: 4096b130-fd89-4cfb-8803-4fe7b417643c, name: Time for a Break
time: 2026-07-01 08:47:31, ID: 3fe750fe-a8ba-42fb-bf03-29422aede02a, name: Hilltop Layer: Undertone Canal
time: 2026-07-01 08:47:31, ID: ef5fe37b-59db-4e19-a53b-5a2450e7838b, name: Hilltop Layer: Fractone Village
time: 2026-07-01 08:47:31, ID: ad109f26-2eb9-4e81-9575-51fddec0d68c, name: Getaway
time: 2026-07-01 08:47:32, ID: c8464710-218f-4e28-bf88-0da1d8748404, name: Challenge Course #2
time: 2026-07-01 08:47:32, ID: fbe93ac9-227d-43a9-8faf-f5d97f6f18fe, name: Canyon Layer: Smokestack Depths
time: 2026-07-01 08:47:32, ID: 9c8d0bca-6c6f-4917-bb8b-3e4f54cf83c1, name: Grumpy Kong Battle (Now's Your Chance!)
time: 2026-07-01 08:47:32, ID: 37632107-5207-4432-81a5-db6449eb011c, name: Canyon Layer Battle
time: 2026-07-01 08:47:32, ID: f2a3a241-1e79-4a42-9ac4-918494d22881, name: Canyon Layer: Banandium Refinery Mine-Cart Ride
time: 2026-07-01 08:47:32, ID: 593d5a4c-4747-4d34-ab54-7674b4447db2, name: Canyon Layer: Banandium Refinery
time: 2026-07-01 08:47:32, ID: 62923af4-8f10-47a6-b8c7-91e67784431b, name: Showdown with Stompenclomper!
time: 2026-07-01 08:47:32, ID: 1ce07a9b-d363-47fc-906b-3617baaa6696, name: Showdown with Grumpy Kong!
time: 2026-07-01 08:47:32, ID: f7fdc270-c62d-47a4-a895-2d520b5807b3, name: Mad Mixer Battle
time: 2026-07-01 08:47:32, ID: 18216914-cda8-46bd-886c-64b726715583, name: Grumpy Kong Battle
time: 2026-07-01 08:47:32, ID: d5c4c9a7-7a09-4709-a998-19d51e69eacf, name: Freezer Layer: Cold-Colt Crest Battle
time: 2026-07-01 08:47:32, ID: 8998ed1e-04d6-4cd6-a848-9e5bb6d546e3, name: The Divide
time: 2026-07-01 08:47:32, ID: dc17e053-32a8-438b-9cb0-0b7e430e6146, name: The Divide: Freezer Path
time: 2026-07-01 08:47:32, ID: 2c2b773e-2949-435c-abbb-abd3195220c0, name: Freezer Layer: Cold-Colt Crest
time: 2026-07-01 08:47:32, ID: bb9fcce6-10e6-42ef-8952-8a4c1418681c, name: Freezer Layer: Chocolava Lake
time: 2026-07-01 08:47:32, ID: 1db990a4-261d-4544-b0b9-9f42d99ff30b, name: Stompenclomper Battle
time: 2026-07-01 08:47:32, ID: d31e812a-8c6b-4031-b283-f5690375eba8, name: Stompenclomper Battle (Now's Your Chance!)
time: 2026-07-01 08:47:32, ID: 35f8e06f-46ec-4861-9cbd-cd936ecc5359, name: Freezer Layer: Chocolava Lake Battle
time: 2026-07-01 08:47:32, ID: 8cb3794a-64a0-43e4-a70f-7bf7ef3393cf, name: Bonus Stage
time: 2026-07-01 08:47:32, ID: 2c31695d-12eb-41b3-bac4-0f128c6409ed, name: Freezer Layer: Canter Creamery
time: 2026-07-01 08:47:33, ID: 6b01dfc8-acdf-45c0-9d0b-b5dbf27cd6cb, name: Forest Layer: Beaky Thicket
time: 2026-07-01 08:47:33, ID: d6fcce4a-bf8a-43ba-8591-2e487cb23566, name: Showdown with Inflammonite!
time: 2026-07-01 08:47:33, ID: 3df1aca7-b81a-4d1b-8e45-aaaa6323ad23, name: Forest Layer: Beaky Thicket Battle
time: 2026-07-01 08:47:33, ID: 228cdb85-12a4-454f-bb4a-1edb96dfdd15, name: Freezer Layer: Hot-Hoof Heater
time: 2026-07-01 08:47:33, ID: 5f672f48-89e6-4df4-8ba6-b848b6b202c2, name: Showdown with Poppy Kong!
time: 2026-07-01 08:47:33, ID: d03bad4c-0021-4541-afb6-6fa5dc158ef3, name: Poppy Kong Battle
time: 2026-07-01 08:47:33, ID: 0d292556-db7f-4924-8da5-50bfd7894c6e, name: Inflammonite Battle
time: 2026-07-01 08:47:33, ID: d943eaf7-4c74-46ec-90a4-b0205a9b55fd, name: The Divide: Forest Path
time: 2026-07-01 08:47:33, ID: 59e78c82-6de0-4779-b0b1-a011f430a5fd, name: Inflammonite Battle (Now's Your Chance!)
time: 2026-07-01 08:47:33, ID: 71ebe4f5-0179-4fec-a1b2-18cfb6750eb8, name: Zebra Bananza
time: 2026-07-01 08:47:33, ID: 34ba5482-d211-4752-b2be-a069807e59db, name: Ostrich Bananza
time: 2026-07-01 08:47:33, ID: 739341d7-077e-4f43-a760-11b60bf4e02a, name: Forest Layer: Eggshell Hotel
time: 2026-07-01 08:47:33, ID: 1159af73-fa18-465c-85cc-5703a5a05e6e, name: Forest Layer: Bramblenest Bog
time: 2026-07-01 08:47:33, ID: 9e422fad-8154-41de-9bb9-f901b32ebae7, name: Forest Layer: Mossplume Marsh Battle
time: 2026-07-01 08:47:33, ID: c66cf270-2a6a-4a4a-a2d5-78e95d1ea02d, name: Forest Layer: Eggshell Hotel Annex
time: 2026-07-01 08:47:33, ID: 8550dcb7-b6f1-438f-9f90-81d2fc0ff6d0, name: Abracajabya Battle
time: 2026-07-01 08:47:33, ID: eabdcca1-ea58-4462-99f7-89541a08b2f9, name: Forest Layer: Bellhop Burb
time: 2026-07-01 08:47:33, ID: e003dfc8-65ea-4b3d-938f-cf74404956e7, name: 2D Challenge Course #2 (Stickerbush Symphony)
time: 2026-07-01 08:47:34, ID: c215ed3f-faab-49b9-86dc-3b6957d2e95c, name: Showdown with Abracajabya!
time: 2026-07-01 08:47:34, ID: a34fca1a-2fb4-4ed3-86c1-facaf44aa920, name: Forest Layer: Mossplume Marsh
time: 2026-07-01 08:47:34, ID: 025b528a-11ec-478e-9993-b1ad76094a9d, name: Forest Layer: Bramblenest Bog (After Boss Defeat)
time: 2026-07-01 08:47:34, ID: 2ab44c2b-21e5-43a4-b5cb-7a9dae59113d, name: Void Company Withdraws
time: 2026-07-01 08:47:34, ID: 2b9f862f-14ec-43ff-8189-96c450f86e4c, name: Abracajabya Battle (Now's Your Chance!)
time: 2026-07-01 08:47:34, ID: 2156a2e9-4c33-4e80-b292-c33f9c3d7108, name: The Junction: Void Chase
time: 2026-07-01 08:47:34, ID: 056f18ab-9d3b-4899-85f8-06f0591e2fd6, name: Void Company, Once Again
time: 2026-07-01 08:47:34, ID: a96dd173-c442-4a6a-999c-a69ffda81878, name: Showdown with Void Kong!
time: 2026-07-01 08:47:34, ID: b6abae44-5829-4cfa-85b4-1b5a757b80ec, name: Resort Layer
time: 2026-07-01 08:47:34, ID: a2609680-a98d-4bc6-a1e5-77517dcef0b9, name: Void Kong Battle #1 (Now's Your Chance!)
time: 2026-07-01 08:47:34, ID: f0b60ea7-851c-462d-8c1d-fd61248b98ff, name: The Junction
time: 2026-07-01 08:47:34, ID: 40b2f16b-7100-4623-98f5-e19db26f8cd5, name: Void Kong Battle #1
time: 2026-07-01 08:47:34, ID: 657a3940-03a5-48b2-a4be-9f853b46ea10, name: 2D Challenge Course #3 (Mine Cart Madness)
time: 2026-07-01 08:47:34, ID: c3c3fcf3-42fd-4f33-9878-7a6bdf43c481, name: Elephant Bananza
time: 2026-07-01 08:47:34, ID: cbd4836c-960c-4146-94b3-755e0464ea83, name: Tempest Layer: Forecaster Refuge
time: 2026-07-01 08:47:35, ID: d2e995d8-f086-4bb0-a2dc-e0de3c4afd17, name: Showdown with Sinister Blusterwing!
time: 2026-07-01 08:47:35, ID: b0b9fb86-a1b1-4622-9776-e831e84f791e, name: Tempest Layer: Jumbo Spa
time: 2026-07-01 08:47:35, ID: 06fb1859-a11f-4feb-8826-e790f1316474, name: Resort Layer: Underground
time: 2026-07-01 08:47:35, ID: 00da416c-b570-4660-98d3-afefd7422e4e, name: Sinister Blusterwing Battle #1 (Now's Your Chance!)
time: 2026-07-01 08:47:35, ID: ee04e66d-2738-43e0-ab7c-d75328ca0bb2, name: Tempest Layer: Lava Lake
time: 2026-07-01 08:47:35, ID: c46695b7-05ed-4d92-b618-ce90296722b0, name: Sinister Blusterwing Battle #1
time: 2026-07-01 08:47:35, ID: 18984e45-4804-48d6-ac67-c1417aa931eb, name: Tempest Layer: Hot-Shower Cave
time: 2026-07-01 08:47:35, ID: 835152fd-1e6d-4a7d-a66a-c20b7ae85129, name: Landfill Layer: Forgotten Pit
time: 2026-07-01 08:47:35, ID: c218427e-3edc-478f-95a9-836099864b4e, name: Rambi Rumble Start
time: 2026-07-01 08:47:35, ID: ef493287-e5f1-484b-815d-e8e3d3ce443a, name: Tempest Layer: Stormy Weather
time: 2026-07-01 08:47:35, ID: 6f01f2c5-305e-491d-bbb2-c4659c5f01d9, name: Challenge Course #4
time: 2026-07-01 08:47:35, ID: ff47ac63-4b37-4397-9aaf-acbf0c75be87, name: Racing Layer: Rambi Rumble
time: 2026-07-01 08:47:35, ID: 1f30d83c-54b6-4e7f-aab9-7e1a697157a1, name: Challenge Course #3
time: 2026-07-01 08:47:35, ID: 11e9092f-f2af-4318-957c-fd9c1d5f91a9, name: Sinister Blusterwing Battle #2 (Now's Your Chance!)
time: 2026-07-01 08:47:35, ID: 1ad66462-d6ec-4720-a2a7-f21b8f58e020, name: Challenge Course Clear
time: 2026-07-01 08:47:35, ID: 45fbbb5e-1fae-41ee-b888-b1771bb6f596, name: Landfill Layer: Trashtopia
time: 2026-07-01 08:47:35, ID: 96a7d53d-a4ed-4003-8c6a-6738a8631e98, name: Sinister Blusterwing Battle #2
time: 2026-07-01 08:47:35, ID: 9f149908-d38c-48ba-86f3-293bf836bd12, name: Rambi Rumble (Win)
time: 2026-07-01 08:47:36, ID: fd89fdb8-b8d4-4c8e-a8de-a55452be1628, name: Rambi Rumble (Loss)
time: 2026-07-01 08:47:36, ID: de9af1b8-3ec0-4834-af65-dc64c97ebb72, name: Racing Layer: Rambi Rumble (Final Lap)
time: 2026-07-01 08:47:36, ID: 7a6e83aa-56e6-4556-b93a-9f76de2a371d, name: Radiance Layer: Darkness
time: 2026-07-01 08:47:36, ID: ff69e2cc-94da-4dca-963d-04daa838ab25, name: Snake Bananza
time: 2026-07-01 08:47:36, ID: db9600d2-11ba-4ae3-acbf-da6ffd454224, name: Radiance Layer: Solar Control Tower
time: 2026-07-01 08:47:36, ID: 210f31f6-aff3-4281-be0b-550c9c11d0ef, name: Radiance Layer: Solar Control Tower Battle
time: 2026-07-01 08:47:36, ID: 7bb78f63-d1c3-4093-ac58-f7d3ac7d409e, name: Radiance Layer: Elder Court
time: 2026-07-01 08:47:36, ID: af3de13d-98ff-40b3-b51e-8cf7963ee4d8, name: Radiance Layer: Darkness Battle
time: 2026-07-01 08:47:36, ID: a43e9b9d-bd89-42bb-b862-5b568048bb70, name: Racing Layer: Rambi Rumble (Results)
time: 2026-07-01 08:47:36, ID: 35a2f73e-d96f-467c-934e-26de57a6b2ae, name: Radiance Layer: Solar Control Tower Battle (Synthetic Sun Restored)
time: 2026-07-01 08:47:36, ID: dad19419-7648-4b75-a803-21531ebd1c06, name: Poppy Kong's Pivot
time: 2026-07-01 08:47:36, ID: ccc3e76e-6f24-4c48-a8f3-f69379517573, name: Radiance Layer: Hiss Hiss Oasis
time: 2026-07-01 08:47:36, ID: 7afc27d3-4201-4399-b9b2-bc8da232fee0, name: Challenge Course #5
time: 2026-07-01 08:47:36, ID: 7d236ada-dcb6-4230-827f-6de0c45a3668, name: Radiance Layer: Serpent Sands
time: 2026-07-01 08:47:36, ID: 7fd894e1-de23-4a7c-9029-5dc95f5956e0, name: Radiance Layer: Window Viper
time: 2026-07-01 08:47:36, ID: 9594c26a-1f7c-4a16-8cbb-53ae99ddbc88, name: Restoring the Synthetic Sun
time: 2026-07-01 08:47:36, ID: 32cd57a3-b97d-46fc-9d48-daf0a1b7e6ce, name: Radiance Layer: Solar Control Tower (Synthetic Sun Restored)
time: 2026-07-01 08:47:36, ID: cf91db7a-e234-40a7-b98c-738409389c3e, name: Radiance Layer: Serpent Sands Battle
time: 2026-07-01 08:47:36, ID: 1d427070-266d-497e-8774-e870b1a084f4, name: 2D Challenge Course #4 (25m)
time: 2026-07-01 08:47:37, ID: 43752df4-cc33-411c-9df6-d01c8194562b, name: Pauline Down the Gullet
time: 2026-07-01 08:47:37, ID: 46967987-989b-4771-b98e-e2d32ef10ca7, name: Groove Layer: Jail Hall
time: 2026-07-01 08:47:37, ID: 96f86052-5782-4009-bc53-846103b5e06d, name: Groove Layer: Disco Hall (Chill)
time: 2026-07-01 08:47:37, ID: 7ca275bb-43b8-47fc-ac72-5a63cd5e33ee, name: Radiance Layer: Window Viper Battle
time: 2026-07-01 08:47:37, ID: 5902f5dd-6e58-4f8d-aa29-c7232055803e, name: Groove Layer: Disco Hall
time: 2026-07-01 08:47:37, ID: 6befbf7b-69c6-4b5e-8f69-007b893bc108, name: Radiance Layer: Crystal-Cobra Den
time: 2026-07-01 08:47:37, ID: cdf08d43-98a6-4cf2-bedf-f5c50628eb65, name: Groove Layer: Disco Hall (Beat)
time: 2026-07-01 08:47:37, ID: 9e53f12d-a8a8-472a-9e21-7fb66a2940cc, name: Radiance Layer: Shade Clouds Battle
time: 2026-07-01 08:47:37, ID: 88f3a0e0-9ab1-4f28-a9f9-b2806769866a, name: Groove Layer: Disco Hall (Bass)
time: 2026-07-01 08:47:37, ID: da4a10b6-984f-4de1-9eba-cf37e790c2b1, name: Radiance Layer: Shade Clouds
time: 2026-07-01 08:47:37, ID: b2c44ad0-296f-40a4-b04f-24486555a4c6, name: Feast Layer: Ferocious Fryhouse
time: 2026-07-01 08:47:37, ID: 228c9975-1943-4794-80f0-5d62ce7a7158, name: Inside the Great Harmoneel
time: 2026-07-01 08:47:37, ID: 084a9315-ee5c-45c5-b1e5-4d68c4fb938b, name: Feast Layer: Kingly Swings
time: 2026-07-01 08:47:37, ID: 00ad6055-926c-4965-85bb-8a998eb83076, name: Feast Layer: Mane Gate Market
time: 2026-07-01 08:47:37, ID: 08da7d97-e431-4a63-99fb-327ab7c2109a, name: Feast Layer: Admission Gate
time: 2026-07-01 08:47:37, ID: 5fd1a4f5-ee13-44a2-b047-8a1902e7fba0, name: The Great Harmoneel
time: 2026-07-01 08:47:37, ID: f7d36924-7a83-4084-924d-cbd8712a5efe, name: Feast Layer: Fried Pride Plaza
time: 2026-07-01 08:47:37, ID: cb3717c8-ac03-4dac-96eb-830a6680d6ca, name: Rescue Pauline!
time: 2026-07-01 08:47:37, ID: 74be6252-381b-438a-a72f-0aca67a72d6b, name: Groove Layer: Disco Hall (Groovin')
time: 2026-07-01 08:47:37, ID: 2ca089af-c6bf-48ee-a781-a2708ea61b69, name: Feast Layer: Grater-Go-Round
time: 2026-07-01 08:47:37, ID: aa9e7126-f3de-46f1-81e9-47cf760e6605, name: Feast Layer: Cat-Scratch Kitchen
time: 2026-07-01 08:47:37, ID: 20baa5ff-ab5a-4f2c-960c-5c1f9fc58883, name: Muckety-Muck Battle (Now's Your Chance!)
time: 2026-07-01 08:47:37, ID: 48745d06-2ef5-4352-8983-81d757ff9d2e, name: Feast Layer: Waste-Oil Container
time: 2026-07-01 08:47:37, ID: 2b4c89a8-b2e7-42c6-a077-d4b4e7eb335c, name: Sinkhole Dive: Forbidden Layer
time: 2026-07-01 08:47:37, ID: f27178da-0834-405c-bae8-22f2d7bbdcaa, name: Void Kong's Fury
time: 2026-07-01 08:47:37, ID: 8ad265d1-e01f-4d93-9b28-7a32af752cee, name: Showdown with Muckety-Muck!
time: 2026-07-01 08:47:37, ID: 5217a481-7e8a-4d39-a4ab-5edab073b620, name: Muckety-Muck Battle
time: 2026-07-01 08:47:38, ID: 8715017f-7f65-47cd-9585-df3438b05d46, name: Forbidden Layer: Passage Stone Area
time: 2026-07-01 08:47:38, ID: c0bc21aa-265f-4aca-a8ea-c6e7d49be2bb, name: Feast Layer: Royal Oil Cruise
time: 2026-07-01 08:47:38, ID: 82e0062c-3ab9-4608-871b-8cd5c08f3897, name: Forbidden Layer: Do-Not-Enter Depths
time: 2026-07-01 08:47:38, ID: 0a286cec-8434-4019-98d5-cc26823770ce, name: Forbidden Layer: Go-No-Further Gate
time: 2026-07-01 08:47:38, ID: fa40318f-92bb-4b98-86ed-0d5c1eee6516, name: Planet Core: Kremling Kourtyard
time: 2026-07-01 08:47:38, ID: 25d9f160-9ce1-469d-843d-ebc0a90c5cce, name: Void Kong's Obsession
time: 2026-07-01 08:47:38, ID: 51618110-4692-47f1-a790-fb5354040be4, name: Void Kong Battle #2
time: 2026-07-01 08:47:38, ID: 5120d4e1-d4d0-4c28-b3ca-8cc5b9043915, name: Enter Void Kong!
time: 2026-07-01 08:47:38, ID: 8c811a2c-c978-4f24-91b4-a7ec2e85fa7a, name: Planet Core: Kremling Kourtyard Battle
time: 2026-07-01 08:47:38, ID: 11f9b0af-50b4-44fc-8ba2-99482f0c7df6, name: The Power of Song
time: 2026-07-01 08:47:38, ID: 8b0a05ff-d9de-4de9-8bdd-b24ec0cc6112, name: DK Is Back!
time: 2026-07-01 08:47:38, ID: 9fc67ed3-bfdd-4b38-836c-62ebb564664a, name: King K. Rool Is Back!
time: 2026-07-01 08:47:38, ID: 427c669e-aef2-4ef0-aea5-042fae2eb9af, name: Sinkhole Dive: Planet Core
time: 2026-07-01 08:47:38, ID: 11d433e5-c6ca-4f35-a7ca-3c0ef5f6d278, name: Planet Core: Mine-Cart Ride
time: 2026-07-01 08:47:38, ID: 7e62d7e3-825e-49b7-9f8b-e3f52bd6ce55, name: Planet Core: First-Half Battle
time: 2026-07-01 08:47:38, ID: 7c490279-8878-4100-a5f5-6f39d7c3fa44, name: Planet Core: Second-Half Battle
time: 2026-07-01 08:47:38, ID: cd4ad93e-a650-443f-a936-4ce7385447e5, name: Planet Core: Fractone Cradle
time: 2026-07-01 08:47:38, ID: c58866ef-c8d9-430d-8f49-834d5f447207, name: Planet Core: Second Half
time: 2026-07-01 08:47:38, ID: a89055db-08a8-4684-b31f-6f1fb316fd35, name: Planet Core: First Half
time: 2026-07-01 08:47:38, ID: 814e3ade-19a7-4910-afd9-41612f5db9aa, name: Planet Core: Heart of Gold
time: 2026-07-01 08:47:38, ID: ba1a9420-23c4-43c1-878d-2a82af124609, name: Planet Core: Climactic Cliff
time: 2026-07-01 08:47:38, ID: b6779d0e-3aac-4329-8a57-45e9917484ce, name: Showdown with King K. Rool!
time: 2026-07-01 08:47:38, ID: 15be8709-4727-47ba-ac42-f39a9758c5e8, name: King K. Rool Battle
time: 2026-07-01 08:47:39, ID: d0566850-cf7f-48fb-a533-a5ddfbb875f1, name: K. Rool, King of Rot Battle
time: 2026-07-01 08:47:39, ID: 2462f4d4-4375-45d3-b461-43290b97d05f, name: Enter K. Rool, King of Rot!
time: 2026-07-01 08:47:39, ID: 0be38857-11f5-45bd-9b9f-7577ba94a72b, name: A Wish for Two
time: 2026-07-01 08:47:39, ID: 5379938b-6c86-40c9-a60f-5b13ba330c41, name: New Donk City
time: 2026-07-01 08:47:39, ID: 2f276f8d-cb55-4a23-a784-402c90ed5d42, name: Feasting on New Donk City
time: 2026-07-01 08:47:39, ID: b317f75f-bd8e-4fea-9437-fdf45602222e, name: Breaking Through (Heart of Gold)
time: 2026-07-01 08:47:39, ID: f29f3366-cccf-427b-8410-5f76fa205f99, name: Showdown with K. Rool, King of Rot!
time: 2026-07-01 08:47:39, ID: 6cf43d92-2ee9-4800-b837-c099ea8c6d1b, name: See Ya Around, DK
time: 2026-07-01 08:47:39, ID: 8b3d4dd1-b20d-46dc-b456-ff492a44644f, name: Donkey K.ong Bananza
time: 2026-07-01 08:47:39, ID: fb0c6b7d-2c86-4854-a763-93493791255d, name: Banandium Root Tower
time: 2026-07-01 08:47:39, ID: c3ad3e28-dfe3-4c6c-92b7-7c59910c1c6d, name: Pauline's Back!
time: 2026-07-01 08:47:39, ID: bee7b9f9-38c2-4709-b0c9-f95337823572, name: Elephant Bananza (Instrumental)
time: 2026-07-01 08:47:39, ID: fa0ee0d6-a4bb-48d6-8846-a4729fcacbee, name: Elephant Elder's Rehearsal Hall Clear
time: 2026-07-01 08:47:39, ID: 8166696d-26a2-4c76-a429-9933ed919a86, name: Kong Bananza (Instrumental)
time: 2026-07-01 08:47:39, ID: b28a381a-15d3-4b75-a3c1-26ce6712b595, name: Reunited!
time: 2026-07-01 08:47:39, ID: 7fc04736-388b-4643-9fbd-98c34ea8e03d, name: Zebra Elder's Rehearsal Hall Clear
time: 2026-07-01 08:47:39, ID: b5afff2a-3ecb-4b86-9268-c0400b6c767c, name: Ostrich Bananza (Instrumental)
time: 2026-07-01 08:47:39, ID: 296c7df2-7e19-4958-b7f8-3130f056bdd7, name: Zebra Bananza (Instrumental)
time: 2026-07-01 08:47:39, ID: 45c79306-c80a-47cb-b213-1b8adefdd19a, name: Kong Elder's Rehearsal Hall Clear
time: 2026-07-01 08:47:39, ID: ea26d619-71c8-4657-897a-9cc94a4d70c6, name: Breaking Through (Heart of Gold) (Instrumental)
time: 2026-07-01 08:47:40, ID: fd0336c2-b3e3-4d8d-8e33-4c140b42103a, name: Emerald Rush (Hurry Up!)
time: 2026-07-01 08:47:40, ID: 5de4705e-44e3-44d5-8791-345b284c1d40, name: Emerald Rush #1
time: 2026-07-01 08:47:40, ID: 11834a7a-4ef0-4c25-ba37-747ece44e206, name: Emerald Rush #2
time: 2026-07-01 08:47:40, ID: 0ade7aa8-a985-43d3-9d71-74e3444667dd, name: Emerald Rush Round Clear
time: 2026-07-01 08:47:40, ID: fa2f87bc-e69a-4dad-ba62-b9db500db156, name: Emerald Rush #4
time: 2026-07-01 08:47:40, ID: 66308e55-df94-41a0-92e8-a74e615a84d3, name: Emerald Rush #3
time: 2026-07-01 08:47:40, ID: 80e2412e-1595-4bb2-8426-97f7522b7240, name: DK Island (Daytime)
time: 2026-07-01 08:47:40, ID: c936413a-f833-4542-8e89-ec7e9b899600, name: Reunited with Void Kong
time: 2026-07-01 08:47:40, ID: 389675ef-46a4-473e-928f-dfac8ee5dda7, name: DK Artist
time: 2026-07-01 08:47:40, ID: 3e22279b-f8ca-4f16-933e-962e14cc09f8, name: Snake Bananza (Instrumental)
